name,coef1,coef2
PheCode:278.1,0.000132593735913344,0.000119396007022395
PheCode:278.4,0,0
PheCode:290.1,0.00899051214312684,0.00018913784909414
PheCode:290.3,0.013909082592796,0.00588834382567435
PheCode:291.1,0,0
PheCode:291.4,0,0
PheCode:292.2,0.000211759701750779,0.000242549240568795
PheCode:292.3,0.000645396458562062,0.000288111819922594
PheCode:292.6,0,0
PheCode:295.1,0,0
PheCode:295.2,0.0104477704114473,0.0275559491906726
PheCode:295.3,0,0
PheCode:296.1,0.0107310116689392,0.0543587511135113
PheCode:297.1,0.0343197951271821,0.0477862627525238
PheCode:297.2,0.0380025549798135,0.0316305841537416
PheCode:300.1,0.140227397404293,0.135213745411164
PheCode:300.3,0.018997306748976,0.0230102752960483
PheCode:300.4,0.0116051974500104,0.0195647920916724
PheCode:300.8,0,0
PheCode:300.9,0.0599005419431328,0.104752976847314
PheCode:301.1,0.0357274186641694,0.018899517591927
PheCode:301.2,0.0506789122289799,0.0724190255715542
PheCode:302.1,0.0183217539020422,0.0172112844716224
PheCode:303.1,0.0264085453215794,0.0155410781464885
PheCode:303.3,0,0
PheCode:303.4,0.00196359418441732,0.00242646041962967
PheCode:304,0.0252778389619554,0.0145266629054818
PheCode:305.2,0,0
PheCode:306.1,0,
PheCode:306.9,,0
PheCode:312.3,0.0255510081648696,0.035039547223402
PheCode:313.1,0.0441413560752968,0.0342613279930583
PheCode:313.2,0.00121017235990754,0.000660623362539302
PheCode:313.3,0,0
PheCode:315.1,0.00999525517688686,0.0107941504727681
PheCode:315.2,0.00591353717178176,-0.000151795249261876
PheCode:317.1,0.032145081376171,0.0447141355977595
PheCode:318,0.00637678758886277,0.0109724253531698
PheCode:327.1,0,0
PheCode:327.3,0.00653294539083361,0.00585415401559133
PheCode:327.4,0.0176733716725172,0.0107838461903317
PheCode:327.5,0.00595000552093751,0.00243572507497167
PheCode:327.6,0.0198184930624057,0.0051259214358638
PheCode:327.7,0,0
PheCode:333.3,0.0200187672776135,0.00732561854771553
PheCode:338.2,0.00538978452448439,0.00314684735568523
PheCode:339,0.0110605554343593,0.00775289348992586
PheCode:340.1,0,0
PheCode:347,0.0160410077309139,0.015977251482117
PheCode:351,0,0
PheCode:355.1,0.000195505424434935,0.000256306745687826
PheCode:367.1,0.00198353248629511,0.00498658484107151
PheCode:367.4,,0
PheCode:386.9,0.027590329064385,0.00223151862441774
PheCode:389.4,0.0226457980541064,0.00557672934581748
PheCode:401.1,0.0166408112466505,0.00957385650985835
PheCode:476,0,0
PheCode:521.1,0.0130070541678961,0.0142353547785703
PheCode:522.1,0,0
PheCode:523.3,0,0
PheCode:525.1,0,0
PheCode:526.4,0.0296999314688557,0.00456291477031869
PheCode:530.1,0.00108941165851599,0.000375456713196919
PheCode:564.1,0,0
PheCode:599.4,0,0
PheCode:605,0.0174939749995397,0.0330228893105601
PheCode:610.1,0,0
PheCode:612.1,0.0260595479393938,0.0101734305592561
PheCode:614.5,0.0267260151615447,0.0122216144345711
PheCode:615,0,0
PheCode:620.1,0,0
PheCode:625.1,3.22459480444889e-06,1.0571377798734e-06
PheCode:626.1,0.0593668949265013,0.0194529558347883
PheCode:626.2,0,0
PheCode:626.4,0.0133674634718179,0.00676180685893307
PheCode:626.8,0,0
PheCode:627.2,0,0
PheCode:627.5,0.00526940852394485,0.00274797248690738
PheCode:634.3,0,0
PheCode:638,,0
PheCode:704.2,0,0
PheCode:706.1,0.0313794305885029,0.000810483656487327
PheCode:721.1,0,0
PheCode:722.1,0.00233727207174621,0.00755471541676945
PheCode:722.6,0,0
PheCode:726.1,0,0
PheCode:728.7,0,0
PheCode:729.1,0.00408622783452904,0.00228301764854276
PheCode:740.1,0,0
PheCode:740.3,0,0
PheCode:745,0.0072451750710721,0.0455200668815884
PheCode:760,-0.000129733337406701,0.0050527203290455
PheCode:761,0.0189117124114238,0.0410628996956671
PheCode:763,0.0020150491439277,0.00238487554941034
PheCode:764,0,0
PheCode:765,0.000384535271069827,0.000365793259176949
PheCode:769,0,0
PheCode:770,0,0
PheCode:773,,0
PheCode:792.1,0.0124928410548729,0.000533504736883098
PheCode:817,0.000267354187994237,0.000189997676847875
PheCode:819,0.0264352992382191,0.00905668428332449
PheCode:941,0,0
PheCode:965.3,0,0
PheCode:966,0,0
PheCode:969,0.0133525203271596,0.00587513045403731
PheCode:971,0,0
PheCode:972.6,0,0
PheCode:979,0.00465981124075145,0.0106063712467337
PheCode:981,0,0
PheCode:989,0.017302248263368,0.00156759325092196
RXNORM:1000104,,0
RXNORM:10154,0.00233791822861063,3.01148301673517e-05
RXNORM:10379,0.00182152669979696,0.0155887831858156
RXNORM:1040028,0,0
RXNORM:10454,0,0
RXNORM:10502,0,0
RXNORM:10582,0,0
RXNORM:10689,0,0
RXNORM:106928,0.0124653178548565,0.00235532678469101
RXNORM:10734,0.0472937146440819,0.0208326041780145
RXNORM:10737,0,0
RXNORM:10759,0,0
RXNORM:10800,0,0
RXNORM:10814,0.0325306687940013,0.00650440959994993
RXNORM:10834,,0.00116384194409018
RXNORM:1086769,0.0651966017057233,0.0260020886382182
RXNORM:11118,0,0
RXNORM:115698,0,0
RXNORM:1307404,0.00760413310523214,0.000755480355437333
RXNORM:135775,0,0
RXNORM:136411,-2.91775759619815e-05,0.000854419331722776
RXNORM:141366,0.0147053572474522,0.00837701492797726
RXNORM:1424,0,0
RXNORM:1455099,0.0363846026359923,0.0147925696919823
RXNORM:14584,0,
RXNORM:1547099,,0
RXNORM:1551467,,0
RXNORM:1592257,,0
RXNORM:15996,0,0
RXNORM:1819,0.00160192113317288,0.00121111842184343
RXNORM:1827,0,0
RXNORM:187832,0.0104018389152805,0.000976178596707927
RXNORM:20610,0,0
RXNORM:214130,0,0
RXNORM:214153,0,
RXNORM:214551,-0.000161920893768077,0.0027446013161443
RXNORM:214558,0.010549490338341,0.000880238940957238
RXNORM:214559,0,0
RXNORM:215830,0,0
RXNORM:21949,0,0
RXNORM:228783,-4.07664355136641e-05,0.00294150317715954
RXNORM:231049,0,0
RXNORM:2353,0,0
RXNORM:235355,,0
RXNORM:2356,0.00354684585775983,0.000863322239751089
RXNORM:236782,0,0
RXNORM:2418,0,0
RXNORM:24605,0,0
RXNORM:253146,0,0
RXNORM:25480,0.0536061133798285,0.00145998782984927
RXNORM:2556,0.00294116466679001,-7.64020701681411e-05
RXNORM:2596,0,0
RXNORM:2597,0.0257507740099573,-0.00038663218776075
RXNORM:2598,0.0233621688902025,0.0163308787395728
RXNORM:2599,0.0309196211816634,-0.000478601420318591
RXNORM:2626,0,
RXNORM:279645,0,0
RXNORM:28439,0,0
RXNORM:29046,0,0
RXNORM:30125,0.00675226156571499,0.0012301193199899
RXNORM:31565,0.0220925153551528,0.00108440168479564
RXNORM:31765,0,
RXNORM:321988,0.0080353030062027,0.00584732265705214
RXNORM:324044,0,0
RXNORM:3247,0.00991725709140144,0.00188511169720712
RXNORM:32624,0,0
RXNORM:3288,0.0280563181484414,0.0122808562377912
RXNORM:32937,0,0
RXNORM:3361,0,0
RXNORM:352364,0.00407588882423597,0.00192473188160653
RXNORM:352372,0,
RXNORM:352376,0.0045598506398601,0.00061503584891356
RXNORM:352377,0.00556846211531182,0.00600164385962285
RXNORM:3554,0.0169515610184207,0.0202770675172407
RXNORM:35617,,0.00299447150558768
RXNORM:35636,0,0
RXNORM:36108,0,0
RXNORM:3638,0.0038680099448538,0.00495663267272934
RXNORM:36437,0,0
RXNORM:37075,0,0
RXNORM:37418,0.00107055099061025,0.0103839374714498
RXNORM:38400,0.0167126498263882,0.0116492793506315
RXNORM:38404,0,0
RXNORM:384410,0,0
RXNORM:392556,0,0
RXNORM:39786,0.0259934545596139,0.0121489998847745
RXNORM:39993,0,0
RXNORM:40114,0,0
RXNORM:4018,0,0
RXNORM:407884,0,
RXNORM:4083,0,0
RXNORM:41126,0.0256884195014552,0.0128095382342181
RXNORM:4141,0,0
RXNORM:41493,0,0
RXNORM:42347,0.0162596047760976,0.00750341459943864
RXNORM:42355,0,0
RXNORM:4257,0.0300378688853864,
RXNORM:435,0,0
RXNORM:4493,0.0189738883812506,0.00633833118247767
RXNORM:461016,0,0
RXNORM:46241,0.00681095302989928,-6.44153598913629e-06
RXNORM:4637,0.0208729906431286,-0.00223416369319633
RXNORM:466584,0.00943451484322387,0.00143507128442638
RXNORM:51272,0.0251336143411302,0.00529497804887606
RXNORM:5553,0.00560090144017083,0.00738207751258157
RXNORM:5640,0.0101394764106973,0.00658559427292804
RXNORM:569,0.000104493793915724,0.000753652981939939
RXNORM:5691,0,0
RXNORM:57258,0,0
RXNORM:588250,0.0376299414764499,0.0123179705615589
RXNORM:596,0,0
RXNORM:61381,0,0
RXNORM:6373,0,0
RXNORM:641465,0.0141313989035019,0.00561594991676415
RXNORM:6448,0,0
RXNORM:6470,0,0
RXNORM:6475,0,0
RXNORM:6711,0,0
RXNORM:6719,0.0126857251539707,-0.00176203872220686
RXNORM:679314,0,0
RXNORM:6845,0.00186174046715875,0.00148869209203123
RXNORM:6847,0.0440765204764363,
RXNORM:689842,0,
RXNORM:6901,0,0
RXNORM:700810,0,0
RXNORM:704,0.0203900338815018,0.000642303992362871
RXNORM:7242,0,0
RXNORM:7243,0.00544219427547373,0.0128095472160976
RXNORM:725,0,
RXNORM:7258,0.0115370562381722,0.00495818271583046
RXNORM:72625,0.00517510959333185,0.00399045519932048
RXNORM:734064,0.0139096256406115,0.00864577946463643
RXNORM:7407,0,0
RXNORM:74667,0,0
RXNORM:7514,0,0
RXNORM:7531,0,0
RXNORM:7646,0,0
RXNORM:7716,0,0
RXNORM:784649,0.0133979436668786,0.00179628226308432
RXNORM:8076,0,0
RXNORM:8124,0,0
RXNORM:82819,0.00104898580817392,0.00195379766492613
RXNORM:840781,0,0
RXNORM:8629,0.00090209274737998,0.00226195875422675
RXNORM:8787,0,0
RXNORM:88014,0.0122932296798875,0.00553945283353047
RXNORM:89013,0,0
RXNORM:89905,0,
RXNORM:9639,0.0532060686017039,0.00156119021746878
RXNORM:9899,,0
ShortName:A1C,,0
ShortName:HCV - RNA VL,,0
ShortName:HDLC,,0
ShortName:LDLC,,0
ShortName:TotChol,,0
ShortName:Trig,,0
